1404048861000,+16.7
1404070463000,+16.4
1404090268000,+16.1
1404092068000,+16.1
1404093871000,+16.0
1404099271000,+16.1
1404101070000,+16.1
1404102870000,+16.0
1404104669000,+16.0
1404106470000,+16.0
1404108269000,+16.1
1404110069000,+16.1
1404111870000,+16.1
1404113669000,+16.2
1404115468000,+16.2
1404117267000,+16.2
1404119066000,+16.3
1404120867000,+16.3
1404122666000,+16.4
1404124466000,+16.4
1404135268000,+16.6
1404144271000,+16.6
1404146071000,+16.6
1404147872000,+16.4
1404149673000,+16.4
1404151474000,+16.0
1404153276000,+15.9
1404155076000,+15.8
1404156877000,+15.8
1404158677000,+15.8
1404160477000,+15.8
1404162277000,+15.8
1404164078000,+15.8
1404165880000,+15.8
1404167680000,+15.8
1404169480000,+15.8
1404171280000,+15.8
1404173082000,+15.8
1404174883000,+15.8
1404176684000,+15.8
1404178483000,+15.7
1404180285000,+15.8
1404182084000,+15.8
1404183884000,+15.8
1404185684000,+15.8
1404187483000,+15.8
1404189283000,+15.8
1404191082000,+15.8
1404192882000,+15.8
1404194682000,+15.9
1404196482000,+15.9
1404198282000,+15.9
1404200080000,+16.0
1404201879000,+16.0
1404203680000,+16.0
1404205480000,+16.1
1404207279000,+16.1
1404209080000,+16.1
1404210881000,+16.1
1404212682000,+16.1
1404214482000,+16.1
1404216282000,+16.1
1404218082000,+16.2
1404219884000,+16.1
1404221685000,+16.2
1404223484000,+16.2
1404225285000,+16.2
1404227085000,+16.3
1404228886000,+16.4
1404230686000,+16.4
1404232487000,+16.3
1404234289000,+16.3
1404236090000,+16.3
1404237893000,+16.2
1404239694000,+16.1
1404241495000,+16.1
1404243296000,+16.1
1404245098000,+16.1
1404246899000,+16.0
1404248699000,+16.0
1404250500000,+16.0
1404252301000,+15.9
1404254101000,+15.9
1404255902000,+15.9
1404257702000,+15.8
1404259503000,+15.9
1404261304000,+15.8
1404263105000,+15.8
1404264907000,+15.8
1404266708000,+15.8
1404268508000,+15.5
1404270309000,+15.7
1404272109000,+15.8
1404273909000,+15.7
1404275709000,+15.7
1404277508000,+15.8
1404279306000,+15.9
1404281105000,+16.1
1404282903000,+16.2
1404284705000,+16.2
1404286505000,+16.1
1404288306000,+16.3
1404290104000,+16.5
1404291904000,+16.3
1404293705000,+16.4
1404295507000,+16.5
1404297308000,+16.4
1404299107000,+16.5
1404300904000,+16.5
1404302704000,+16.6
1404306302000,+16.9
1404308101000,+16.9
1404309901000,+16.8
1404311705000,+16.7
1404313508000,+16.4
1404315311000,+16.5
1404317111000,+16.4
1404324319000,+16.0
