1469718000000,0.6
1469721600000,0.0
1469725200000,0.9
1469728800000,0.4
1469732400000,0.2
1469736000000,0.3
1469739600000,0.0
1469743200000,0.0
1469746800000,0.0
1469750400000,0.0
1469754000000,0.0
1469757600000,0.0
1469761200000,0.0
1469764800000,0.0
1469768400000,0.0
1469772000000,0.0
1469775600000,0.0
1469779200000,0.0
1469782800000,0.0
1469786400000,0.0
1469790000000,0.0
1469793600000,0.0
1469797200000,0.0
1469800800000,0.0
1469804400000,0.0
1469808000000,0.0
1469811600000,0.0
1469815200000,0.0
1469818800000,0.0
1469822400000,0.0
1469826000000,0.0
1469829600000,0.0
1469833200000,0.0
1469836800000,0.0
1469840400000,0.0
1469844000000,0.0
1469847600000,0.0
1469851200000,0.0
1469854800000,0.0
1469858400000,0.0
1469862000000,0.0
1469865600000,0.0
1469869200000,0.0
1469872800000,0.0
1469876400000,0.0
1469880000000,0.0
1469883600000,0.0
1469887200000,0.0
1469890800000,0.0
1469894400000,0.0
1469898000000,0.0
1469901600000,0.0
1469905200000,0.0
1469908800000,0.0
1469912400000,0.0
1469916000000,0.0
1469919600000,0.0
1469923200000,0.0
1469926800000,0.0
1469930400000,0.0
1469934000000,0.0
1469937600000,0.0
1469941200000,0.0
1469944800000,0.0
1469948400000,0.0
1469952000000,1.2
1469955600000,3.6
1469959200000,0.2
1469962800000,0.0
1469966400000,0.0
1469970000000,0.0
1469973600000,0.0
1469977200000,0.1
1469980800000,0.4
1469984400000,0.0
1469988000000,0.0
1469991600000,0.0
1469995200000,0.0
1469998800000,0.0
1470002400000,0.0
1470006000000,0.0
1470009600000,0.0
1470013200000,0.0
1470016800000,0.0
1470020400000,0.0
1470024000000,0.0
1470027600000,0.0
1470031200000,0.0
1470034800000,0.0
1470038400000,0.0
1470042000000,0.0
1470045600000,0.0
1470049200000,0.0
1470052800000,0.0
1470056400000,0.0
1470060000000,0.0
1470063600000,0.0
1470067200000,0.0
1470070800000,0.0
1470074400000,0.0
1470078000000,0.0
1470081600000,0.0
1470085200000,0.0
1470088800000,0.0
1470092400000,0.0
1470096000000,0.0
1470099600000,0.0
1470103200000,0.0
1470106800000,0.0
1470110400000,0.0
1470114000000,0.0
1470117600000,0.0
1470121200000,0.0
1470124800000,0.0
1470132000000,0.8
1470135600000,1.0
1470139200000,0.0
1470142800000,0.0
1470146400000,0.0
1470150000000,0.0
1470153600000,0.0
1470157200000,0.0
1470160800000,0.0
1470164400000,0.0
1470168000000,0.0
1470171600000,0.0
1470175200000,0.0
1470178800000,0.0
1470182400000,0.0
1470186000000,0.0
1470189600000,0.0
1470193200000,0.0
1470196800000,0.0
1470200400000,0.0
1470204000000,0.0
1470207600000,0.0
1470211200000,0.0
1470214800000,0.0
1470218400000,0.0
1470222000000,0.0
1470225600000,0.0
1470229200000,0.0
1470232800000,0.0
1470236400000,0.0
1470240000000,0.0
1470243600000,0.0
1470247200000,0.0
1470250800000,0.0
1470254400000,0.0
1470258000000,0.0
1470261600000,0.0
1470265200000,0.0
1470268800000,0.0
1470272400000,0.0
1470276000000,0.0
1470279600000,0.0
1470283200000,0.0
1470286800000,0.0
1470290400000,0.0
1470294000000,0.0
1470297600000,0.3
1470301200000,0.0
1470304800000,2.1
1470308400000,1.0
1470312000000,0.4
1470315600000,0.0
1470319200000,0.0
1470322800000,0.0
1470326400000,0.0
1470330000000,0.0
1470333600000,0.0
1470337200000,0.0
1470340800000,0.0
1470344400000,0.0
1470348000000,0.0
1470351600000,0.0
1470355200000,0.0
1470358800000,0.0
1470362400000,0.0
1470366000000,0.0
1470369600000,0.0
1470373200000,0.0
1470376800000,0.0
1470380400000,0.0
1470384000000,0.0
1470387600000,0.0
1470391200000,0.0
1470394800000,0.1
1470398400000,0.0
1470402000000,0.0
1470405600000,0.0
1470409200000,0.0
1470412800000,0.0
1470416400000,0.0
1470420000000,0.0
1470423600000,0.0
1470427200000,0.0
1470430800000,0.0
1470434400000,0.0
1470438000000,0.0
1470441600000,0.0
1470445200000,0.1
1470448800000,0.5
1470452400000,0.5
1470456000000,0.6
1470459600000,0.2
1470463200000,0.0
1470466800000,0.0
1470470400000,0.0
1470474000000,0.0
1470477600000,0.0
1470481200000,0.0
1470484800000,0.3
1470488400000,0.0
1470492000000,0.0
1470495600000,0.0
1470499200000,0.0
1470502800000,0.0
1470506400000,0.0
1470510000000,0.0
1470513600000,0.0
1470517200000,0.0
1470520800000,0.0
1470524400000,0.0
1470528000000,0.0
1470531600000,0.0
1470535200000,0.0
1470538800000,0.0
1470542400000,0.0
1470546000000,0.0
1470549600000,0.0
1470553200000,0.0
1470556800000,0.0
1470560400000,0.0
1470564000000,0.0
1470567600000,0.0
1470571200000,0.0
1470574800000,0.0
1470578400000,0.0
1470582000000,0.0
1470585600000,0.0
1470589200000,0.0
1470592800000,0.0
1470596400000,0.0
1470600000000,0.0
1470603600000,0.0
1470607200000,0.0
1470610800000,0.0
1470614400000,0.0
1470618000000,0.0
1470621600000,0.0
1470625200000,0.0
1470628800000,0.0
1470632400000,0.0
1470636000000,0.0
1470639600000,0.0
1470643200000,0.0
1470646800000,0.0
1470650400000,0.0
1470654000000,0.0
1470657600000,0.0
1470661200000,0.0
1470664800000,0.0
1470668400000,0.0
1470672000000,0.0
1470675600000,0.0
1470679200000,0.0
1470682800000,0.0
1470686400000,0.0
1470690000000,0.0
1470693600000,0.0
1470697200000,0.0
1470700800000,0.0
1470704400000,0.0
1470708000000,0.0
1470711600000,0.0
1470715200000,0.0
1470718800000,0.0
1470722400000,0.0
1470726000000,0.0
1470729600000,0.0
1470733200000,0.0
1470736800000,0.0
1470740400000,0.0
1470744000000,0.0
1470747600000,0.0
1470751200000,0.0
1470754800000,0.0
1470758400000,0.0
1470762000000,0.0
1470765600000,0.0
1470769200000,0.0
1470772800000,0.0
1470776400000,0.0
1470780000000,0.0
1470783600000,0.0
1470787200000,0.0
1470790800000,0.0
1470794400000,0.0
1470798000000,0.0
1470801600000,0.0
1470805200000,0.0
1470808800000,0.0
1470812400000,0.1
1470816000000,0.0
1470819600000,0.1
1470823200000,0.0
1470826800000,0.0
1470830400000,0.0
1470834000000,0.0
1470837600000,0.0
1470841200000,0.0
1470844800000,0.0
1470848400000,0.0
1470852000000,0.0
1470855600000,0.0
1470859200000,0.2
1470862800000,0.1
1470866400000,0.0
1470870000000,0.2
1470873600000,0.0
1470877200000,0.0
1470880800000,0.1
1470884400000,0.1
1470888000000,0.0
1470891600000,0.0
1470895200000,0.0
1470898800000,0.0
1470902400000,0.0
1470906000000,1.0
1470909600000,0.0
1470913200000,0.0
1470916800000,0.0
1470920400000,0.0
1470924000000,0.0
